,dateList,unitnetvalueList,netvalueList
967,2014-02-20,0.981,1.361
968,2014-02-19,0.999,1.379
969,2014-02-18,1.004,1.384
970,2014-02-17,1.005,1.385
971,2014-02-14,0.989,1.369
972,2014-02-13,0.975,1.355
973,2014-02-12,0.995,1.375
974,2014-02-11,0.992,1.372
975,2014-02-10,1.0,1.38
976,2014-02-07,0.98,1.36
977,2014-01-30,0.964,1.344
978,2014-01-29,0.976,1.356
979,2014-01-28,0.962,1.342
980,2014-01-27,0.968,1.348
981,2014-01-24,0.972,1.352
982,2014-01-23,0.961,1.341
983,2014-01-22,0.957,1.337
984,2014-01-21,0.944,1.324
985,2014-01-20,0.936,1.316
986,2014-01-17,0.93,1.31
987,2014-01-16,0.939,1.319
988,2014-01-15,0.941,1.321
989,2014-01-14,0.934,1.314
990,2014-01-13,0.921,1.301
991,2014-01-10,0.927,1.307
992,2014-01-09,0.942,1.322
993,2014-01-08,0.957,1.337
994,2014-01-07,0.951,1.331
995,2014-01-06,0.94,1.32
996,2014-01-03,0.963,1.343
997,2014-01-02,0.965,1.345
998,2013-12-31,0.955,1.335
999,2013-12-30,0.95,1.33
1000,2013-12-27,0.952,1.332
1001,2013-12-26,0.933,1.313
1002,2013-12-25,0.945,1.325
1003,2013-12-24,0.933,1.313
1004,2013-12-23,0.922,1.302
1005,2013-12-20,0.92,1.3
1006,2013-12-19,0.931,1.311
1007,2013-12-18,0.938,1.318
1008,2013-12-17,0.938,1.318
1009,2013-12-16,0.942,1.322
1010,2013-12-13,0.954,1.334
1011,2013-12-12,0.953,1.333
1012,2013-12-11,0.944,1.324
1013,2013-12-10,0.948,1.328
1014,2013-12-09,0.951,1.331
1015,2013-12-06,0.941,1.321
1016,2013-12-05,0.941,1.321
1017,2013-12-04,0.948,1.328
1018,2013-12-03,0.94,1.32
1019,2013-12-02,0.929,1.309
1020,2013-11-29,0.967,1.347
1021,2013-11-28,0.96,1.34
1022,2013-11-27,0.95,1.33
1023,2013-11-26,0.933,1.313
1024,2013-11-25,0.933,1.313
1025,2013-11-22,0.935,1.315
1026,2013-11-21,0.939,1.319
1027,2013-11-20,0.95,1.33
1028,2013-11-19,0.946,1.326
1029,2013-11-18,0.95,1.33
1030,2013-11-15,0.923,1.303
1031,2013-11-14,0.912,1.292
1032,2013-11-13,0.905,1.285
1033,2013-11-12,0.914,1.294
1034,2013-11-11,0.909,1.289
1035,2013-11-08,0.904,1.284
1036,2013-11-07,1.284,1.284
1037,2013-11-06,1.285,1.285
1038,2013-11-05,1.285,1.285
1039,2013-11-04,1.285,1.285
1040,2013-11-01,1.283,1.283
1041,2013-10-31,1.283,1.283
1042,2013-10-30,1.297,1.297
1043,2013-10-29,1.285,1.285
1044,2013-10-28,1.308,1.308
1045,2013-10-25,1.322,1.322
1046,2013-10-24,1.349,1.349
1047,2013-10-23,1.356,1.356
1048,2013-10-22,1.379,1.379
1049,2013-10-21,1.388,1.388
1050,2013-10-18,1.347,1.347
1051,2013-10-17,1.337,1.337
1052,2013-10-16,1.342,1.342
1053,2013-10-15,1.382,1.382
1054,2013-10-14,1.387,1.387
1055,2013-10-11,1.384,1.384
1056,2013-10-10,1.372,1.372
1057,2013-10-09,1.391,1.391
1058,2013-10-08,1.385,1.385
1059,2013-09-30,1.378,1.378
1060,2013-09-27,1.365,1.365
1061,2013-09-26,1.372,1.372
1062,2013-09-25,1.384,1.384
1063,2013-09-24,1.397,1.397
1064,2013-09-23,1.385,1.385
1065,2013-09-18,1.344,1.344
1066,2013-09-17,1.34,1.34
1067,2013-09-16,1.357,1.357
1068,2013-09-13,1.345,1.345
1069,2013-09-12,1.334,1.334
1070,2013-09-11,1.329,1.329
1071,2013-09-10,1.349,1.349
1072,2013-09-09,1.35,1.35
1073,2013-09-06,1.342,1.342
1074,2013-09-05,1.33,1.33
1075,2013-09-04,1.318,1.318
1076,2013-09-03,1.324,1.324
1077,2013-09-02,1.303,1.303
1078,2013-08-30,1.285,1.285
1079,2013-08-29,1.316,1.316
1080,2013-08-28,1.319,1.319
1081,2013-08-27,1.341,1.341
1082,2013-08-26,1.335,1.335
1083,2013-08-23,1.311,1.311
1084,2013-08-22,1.303,1.303
1085,2013-08-21,1.297,1.297
1086,2013-08-20,1.294,1.294
1087,2013-08-19,1.294,1.294
1088,2013-08-16,1.28,1.28
1089,2013-08-15,1.3,1.3
1090,2013-08-14,1.316,1.316
1091,2013-08-13,1.319,1.319
1092,2013-08-12,1.318,1.318
1093,2013-08-09,1.309,1.309
1094,2013-08-08,1.305,1.305
1095,2013-08-07,1.296,1.296
1096,2013-08-06,1.309,1.309
1097,2013-08-05,1.297,1.297
1098,2013-08-02,1.275,1.275
1099,2013-08-01,1.264,1.264
1100,2013-07-31,1.231,1.231
1101,2013-07-30,1.228,1.228
1102,2013-07-29,1.237,1.237
1103,2013-07-26,1.244,1.244
1104,2013-07-25,1.241,1.241
1105,2013-07-24,1.271,1.271
1106,2013-07-23,1.255,1.255
1107,2013-07-22,1.232,1.232
1108,2013-07-19,1.197,1.197
1109,2013-07-18,1.211,1.211
1110,2013-07-17,1.213,1.213
1111,2013-07-16,1.231,1.231
1112,2013-07-15,1.206,1.206
1113,2013-07-12,1.176,1.176
1114,2013-07-11,1.175,1.175
1115,2013-07-10,1.151,1.151
1116,2013-07-09,1.132,1.132
1117,2013-07-08,1.138,1.138
1118,2013-07-05,1.166,1.166
1119,2013-07-04,1.177,1.177
1120,2013-07-03,1.174,1.174
1121,2013-07-02,1.164,1.164
1122,2013-07-01,1.147,1.147
1123,2013-06-28,1.126,1.126
1124,2013-06-27,1.132,1.132
1125,2013-06-26,1.143,1.143
1126,2013-06-25,1.116,1.116
1127,2013-06-24,1.112,1.112
1128,2013-06-21,1.152,1.152
1129,2013-06-20,1.154,1.154
1130,2013-06-19,1.177,1.177
1131,2013-06-18,1.191,1.191
1132,2013-06-17,1.198,1.198
1133,2013-06-14,1.191,1.191
1134,2013-06-13,1.153,1.153
1135,2013-06-07,1.165,1.165
1136,2013-06-06,1.172,1.172
1137,2013-06-05,1.187,1.187
1138,2013-06-04,1.189,1.189
1139,2013-06-03,1.21,1.21
1140,2013-05-31,1.223,1.223
1141,2013-05-30,1.235,1.235
1142,2013-05-29,1.227,1.227
1143,2013-05-28,1.211,1.211
1144,2013-05-27,1.232,1.232
1145,2013-05-24,1.221,1.221
1146,2013-05-23,1.192,1.192
1147,2013-05-22,1.193,1.193
1148,2013-05-21,1.226,1.226
1149,2013-05-20,1.208,1.208
1150,2013-05-17,1.186,1.186
1151,2013-05-16,1.161,1.161
1152,2013-05-15,1.147,1.147
1153,2013-05-14,1.11,1.11
1154,2013-05-13,1.116,1.116
1155,2013-05-10,1.106,1.106
1156,2013-05-09,1.107,1.107
1157,2013-05-08,1.101,1.101
1158,2013-05-07,1.087,1.087
1159,2013-05-06,1.082,1.082
1160,2013-05-03,1.07,1.07
1161,2013-05-02,1.053,1.053
1162,2013-04-26,1.045,1.045
1163,2013-04-25,1.066,1.066
1164,2013-04-24,1.072,1.072
1165,2013-04-23,1.052,1.052
1166,2013-04-22,1.076,1.076
1167,2013-04-19,1.079,1.079
1168,2013-04-18,1.06,1.06
1169,2013-04-17,1.061,1.061
1170,2013-04-16,1.052,1.052
1171,2013-04-15,1.035,1.035
1172,2013-04-12,1.044,1.044
1173,2013-04-11,1.048,1.048
1174,2013-04-10,1.053,1.053
1175,2013-04-09,1.058,1.058
1176,2013-04-08,1.05,1.05
1177,2013-04-03,1.051,1.051
1178,2013-04-02,1.051,1.051
1179,2013-04-01,1.06,1.06
1180,2013-03-29,1.048,1.048
1181,2013-03-28,1.052,1.052
1182,2013-03-27,1.081,1.081
1183,2013-03-26,1.075,1.075
1184,2013-03-25,1.075,1.075
1185,2013-03-22,1.081,1.081
1186,2013-03-21,1.078,1.078
1187,2013-03-20,1.066,1.066
1188,2013-03-19,1.038,1.038
1189,2013-03-18,1.029,1.029
1190,2013-03-15,1.043,1.043
1191,2013-03-14,1.042,1.042
1192,2013-03-13,1.04,1.04
1193,2013-03-12,1.053,1.053
1194,2013-03-11,1.068,1.068
1195,2013-03-08,1.066,1.066
1196,2013-03-07,1.076,1.076
1197,2013-03-06,1.091,1.091
1198,2013-03-05,1.073,1.073
1199,2013-03-04,1.045,1.045
1200,2013-03-01,1.079,1.079
1201,2013-02-28,1.072,1.072
1202,2013-02-27,1.056,1.056
1203,2013-02-26,1.062,1.062
1204,2013-02-25,1.07,1.07
1205,2013-02-22,1.061,1.061
1206,2013-02-21,1.058,1.058
1207,2013-02-20,1.072,1.072
1208,2013-02-19,1.054,1.054
1209,2013-02-18,1.068,1.068
1210,2013-02-08,1.072,1.072
1211,2013-02-07,1.062,1.062
1212,2013-02-06,1.056,1.056
1213,2013-02-05,1.047,1.047
1214,2013-02-04,1.043,1.043
1215,2013-02-01,1.052,1.052
1216,2013-01-31,1.04,1.04
1217,2013-01-30,1.052,1.052
1218,2013-01-29,1.051,1.051
1219,2013-01-28,1.042,1.042
1220,2013-01-25,1.019,1.019
1221,2013-01-24,1.016,1.016
1222,2013-01-23,1.029,1.029
1223,2013-01-22,1.026,1.026
1224,2013-01-21,1.033,1.033
1225,2013-01-18,1.029,1.029
1226,2013-01-17,1.013,1.013
1227,2013-01-16,1.023,1.023
1228,2013-01-15,1.024,1.024
1229,2013-01-14,1.014,1.014
1230,2013-01-11,0.992,0.992
1231,2013-01-10,1.001,1.001
1232,2013-01-09,1.001,1.001
1233,2013-01-08,1.001,1.001
1234,2013-01-07,0.999,0.999
1235,2013-01-04,0.998,0.998
1236,2012-12-31,1.001,1.001
1237,2012-12-28,0.995,0.995
1238,2012-12-27,0.991,0.991
1239,2012-12-26,0.995,0.995
1240,2012-12-25,0.99,0.99
1241,2012-12-24,0.983,0.983
1242,2012-12-21,0.982,0.982
1243,2012-12-20,0.981,0.981
1244,2012-12-19,0.98,0.98
1245,2012-12-18,0.981,0.981
1246,2012-12-17,0.98,0.98
1247,2012-12-14,0.982,0.982
1248,2012-12-13,0.972,0.972
1249,2012-12-12,0.975,0.975
1250,2012-12-11,0.975,0.975
1251,2012-12-10,0.976,0.976
1252,2012-12-07,0.973,0.973
1253,2012-12-06,0.967,0.967
1254,2012-12-05,0.966,0.966
1255,2012-12-04,0.958,0.958
1256,2012-12-03,0.955,0.955
1257,2012-11-30,0.962,0.962
1258,2012-11-29,0.959,0.959
1259,2012-11-28,0.96,0.96
1260,2012-11-27,0.962,0.962
1261,2012-11-26,0.966,0.966
1262,2012-11-23,0.969,0.969
1263,2012-11-22,0.965,0.965
1264,2012-11-21,0.97,0.97
1265,2012-11-20,0.967,0.967
1266,2012-11-19,0.968,0.968
1267,2012-11-16,0.971,0.971
1268,2012-11-15,0.975,0.975
1269,2012-11-14,0.979,0.979
1270,2012-11-13,0.977,0.977
1271,2012-11-12,0.982,0.982
1272,2012-11-09,0.982,0.982
1273,2012-11-08,0.983,0.983
1274,2012-11-07,0.991,0.991
1275,2012-11-06,0.99,0.99
1276,2012-11-05,0.991,0.991
1277,2012-11-02,0.993,0.993
1278,2012-11-01,0.992,0.992
1279,2012-10-31,0.984,0.984
1280,2012-10-30,0.981,0.981
1281,2012-10-29,0.981,0.981
1282,2012-10-26,0.983,0.983
1283,2012-10-25,0.992,0.992
1284,2012-10-24,0.996,0.996
1285,2012-10-23,0.996,0.996
1286,2012-10-22,1.002,1.002
1287,2012-10-19,1.001,1.001
1288,2012-10-18,1.001,1.001
1289,2012-10-17,0.999,0.999
1290,2012-10-16,0.999,0.999
1291,2012-10-15,0.999,0.999
1292,2012-10-12,0.998,0.998
1293,2012-10-11,0.998,0.998
1294,2012-10-10,0.999,0.999
1295,2012-10-09,0.999,0.999
1296,2012-10-08,0.998,0.998
1297,2012-09-28,0.998,0.998
1298,2012-09-27,0.998,0.998
1299,2012-09-26,0.996,0.996
1300,2012-09-25,0.997,0.997
1301,2012-09-24,0.997,0.997
1302,2012-09-21,0.997,0.997
1303,2012-09-20,0.997,0.997
1304,2012-09-19,0.998,0.998
1305,2012-09-18,0.998,0.998
1306,2012-09-14,1.0,1.0
1307,2012-09-07,1.001,1.001
1308,2012-09-06,1.0,1.0
1309,2012-09-04,1.0,1.0
1310,2012-08-31,1.0,1.0
1311,2012-08-24,1.0,1.0
1312,2012-08-17,1.0,1.0
1313,2012-08-16,1.0,1.0
